id,Constituency,County,Country/Region,Country,Electorate_2019,Green Votes_2019,Green Vote share_2019,Total votes_2019,Year
E14000540,BARKING,London,London,England,"77,953",820,2%,"44,499",2019
E14000541,BARNSLEY CENTRAL,South Yorkshire,Yorkshire and The Humber,England,"65,277",900,2%,"36,903",2019
E14000542,BARNSLEY EAST,South Yorkshire,Yorkshire and The Humber,England,"69,504",922,2%,"38,070",2019
E14000543,BARROW AND FURNESS,Cumbria,North West,England,"70,158",703,2%,"46,046",2019
E14000544,BASILDON AND BILLERICAY,Essex,East,England,"69,906","1,395",3%,"44,128",2019
E14000545,BASINGSTOKE,Hampshire,South East,England,"82,928","2,138",4%,"54,713",2019
E14000546,BASSETLAW,Nottinghamshire,East Midlands,England,"80,024",,,"50,841",2019
E14000547,BATH,Avon,South West,England,"67,805",,,"52,138",2019
E14000548,BATLEY AND SPEN,West Yorkshire,Yorkshire and The Humber,England,"79,558",692,1%,"52,927",2019
E14000549,BATTERSEA,London,London,England,"79,350","1,529",3%,"59,977",2019
E14000550,BEACONSFIELD,Buckinghamshire,South East,England,"77,720","2,033",4%,"57,868",2019
E14000551,BECKENHAM,London,London,England,"68,662","2,055",4%,"50,555",2019
E14000552,BEDFORD,Bedfordshire,East,England,"71,581",960,2%,"47,301",2019
N06000001,BELFAST EAST,,Northern Ireland,Northern Ireland,"66,245",,,"42,445",2019
N06000002,BELFAST NORTH,,Northern Ireland,Northern Ireland,"72,225",,,"49,037",2019
N06000003,BELFAST SOUTH,,Northern Ireland,Northern Ireland,"69,984",,,"47,352",2019
N06000004,BELFAST WEST,,Northern Ireland,Northern Ireland,"65,644",,,"38,782",2019
E14000553,BERMONDSEY AND OLD SOUTHWARK,London,London,England,"93,248",,,"58,615",2019
S14000008,"BERWICKSHIRE, ROXBURGH AND SELKIRK",,Scotland,Scotland,"74,518",,,"53,146",2019
E14000554,BERWICK-UPON-TWEED,Northumberland,North East,England,"59,939","1,394",3%,"42,109",2019
E14000555,BETHNAL GREEN AND BOW,London,London,England,"88,262","2,570",4%,"60,562",2019
E14000556,BEVERLEY AND HOLDERNESS,Humberside,Yorkshire and The Humber,England,"79,696","1,378",3%,"53,542",2019
E14000557,BEXHILL AND BATTLE,East Sussex,South East,England,"81,963","2,692",5%,"59,093",2019
E14000558,BEXLEYHEATH AND CRAYFORD,London,London,England,"65,466","1,298",3%,"43,246",2019
E14000559,BIRKENHEAD,Merseyside,North West,England,"63,762","1,405",3%,"42,329",2019
E14000560,"BIRMINGHAM, EDGBASTON",West Midlands,West Midlands,England,"68,828","1,112",3%,"42,328",2019
E14000561,"BIRMINGHAM, ERDINGTON",West Midlands,West Midlands,England,"66,148",648,2%,"35,229",2019
E14000562,"BIRMINGHAM, HALL GREEN",West Midlands,West Midlands,England,"80,283",818,2%,"52,911",2019
E14000563,"BIRMINGHAM, HODGE HILL",West Midlands,West Midlands,England,"78,295",328,1%,"45,003",2019
E14000564,"BIRMINGHAM, LADYWOOD",West Midlands,West Midlands,England,"74,912",931,2%,"42,118",2019
E14000565,"BIRMINGHAM, NORTHFIELD",West Midlands,West Midlands,England,"73,694",954,2%,"43,098",2019
E14000566,"BIRMINGHAM, PERRY BARR",West Midlands,West Midlands,England,"72,006",845,2%,"42,147",2019
E14000567,"BIRMINGHAM, SELLY OAK",West Midlands,West Midlands,England,"82,665","1,848",4%,"49,467",2019
E14000568,"BIRMINGHAM, YARDLEY",West Midlands,West Midlands,England,"74,704",579,1%,"42,678",2019
E14000569,BISHOP AUCKLAND,Durham,North East,England,"68,170",,,"44,805",2019
E14000570,BLACKBURN,Lancashire,North West,England,"71,234",741,2%,"44,736",2019
E14000571,BLACKLEY AND BROUGHTON,Greater Manchester,North West,England,"73,372",920,2%,"38,618",2019
E14000572,BLACKPOOL NORTH AND CLEVELEYS,Lancashire,North West,England,"63,692",735,2%,"38,804",2019
E14000573,BLACKPOOL SOUTH,Lancashire,North West,England,"57,690",563,2%,"32,752",2019
W07000072,BLAENAU GWENT,Gwent and Mid Glamorgan,Wales,Wales,"50,739",386,1%,"30,219",2019
E14000574,BLAYDON,Tyne and Wear,North East,England,"67,853","1,279",3%,"45,681",2019
E14000575,BLYTH VALLEY,Northumberland,North East,England,"64,429","1,146",3%,"40,859",2019
E14000576,BOGNOR REGIS AND LITTLEHAMPTON,West Sussex,South East,England,"77,446","1,826",4%,"51,223",2019
E14000577,BOLSOVER,Derbyshire,East Midlands,England,"75,161",758,2%,"45,938",2019
E14000578,BOLTON NORTH EAST,Greater Manchester,North West,England,"67,564",689,2%,"43,556",2019
E14000579,BOLTON SOUTH EAST,Greater Manchester,North West,England,"69,163",791,2%,"40,604",2019
E14000580,BOLTON WEST,Greater Manchester,North West,England,"73,191",939,2%,"49,298",2019
E14000581,BOOTLE,Merseyside,North West,England,"74,832","1,166",2%,"49,174",2019
E14000582,BOSTON AND SKEGNESS,Lincolnshire,East Midlands,England,"69,381",,,"41,696",2019
E14000583,BOSWORTH,Leicestershire,East Midlands,England,"81,542","1,502",3%,"56,432",2019
E14000584,BOURNEMOUTH EAST,Dorset,South West,England,"74,125","2,049",4%,"49,274",2019
E14000585,BOURNEMOUTH WEST,Dorset,South West,England,"74,205","2,096",5%,"45,977",2019
E14000586,BRACKNELL,Berkshire,South East,England,"78,978","2,089",4%,"54,350",2019
E14000587,BRADFORD EAST,West Yorkshire,Yorkshire and The Humber,England,"73,206",662,1%,"44,184",2019
E14000588,BRADFORD SOUTH,West Yorkshire,Yorkshire and The Humber,England,"69,046",983,2%,"39,741",2019
E14000589,BRADFORD WEST,West Yorkshire,Yorkshire and The Humber,England,"70,694",813,2%,"44,261",2019
E14000590,BRAINTREE,Essex,East,England,"75,208",,,"50,499",2019
W07000068,BRECON AND RADNORSHIRE,Powys,Wales,Wales,"55,490",,,"41,319",2019
E14000591,BRENT CENTRAL,London,London,England,"84,032","1,600",3%,"49,132",2019
E14000593,BRENTFORD AND ISLEWORTH,London,London,England,"85,775","1,829",3%,"58,326",2019
E14000592,BRENT NORTH,London,London,England,"83,788",850,2%,"51,879",2019
E14000594,BRENTWOOD AND ONGAR,Essex,East,England,"75,255","1,679",3%,"52,949",2019
W07000073,BRIDGEND,Gwent and Mid Glamorgan,Wales,Wales,"63,303",815,2%,"42,236",2019
E14000595,BRIDGWATER AND WEST SOMERSET,Somerset,South West,England,"85,327","1,877",3%,"57,652",2019
E14000596,BRIGG AND GOOLE,Humberside,Yorkshire and The Humber,England,"65,939","1,281",3%,"43,402",2019
E14000597,"BRIGHTON, KEMPTOWN",East Sussex,South East,England,"69,833","2,237",5%,"48,533",2019
E14000598,"BRIGHTON, PAVILION",East Sussex,South East,England,"79,057","33,151",57%,"57,998",2019
E14000599,BRISTOL EAST,Avon,South West,England,"73,867","2,106",4%,"52,154",2019
E14000600,BRISTOL NORTH WEST,Avon,South West,England,"76,273","1,977",4%,"55,885",2019
E14000601,BRISTOL SOUTH,Avon,South West,England,"84,079","2,713",5%,"55,196",2019
E14000602,BRISTOL WEST,Avon,South West,England,"99,253","18,809",25%,"75,528",2019
E14000603,BROADLAND,Norfolk,East,England,"78,151","1,412",2%,"56,977",2019
E14000604,BROMLEY AND CHISLEHURST,London,London,England,"66,697","1,546",3%,"45,566",2019
E14000605,BROMSGROVE,Hereford and Worcester,West Midlands,England,"75,078","1,783",3%,"54,272",2019
E14000606,BROXBOURNE,Hertfordshire,East,England,"73,182","1,281",3%,"46,706",2019
E14000607,BROXTOWE,Nottinghamshire,East Midlands,England,"73,052","1,806",3%,"55,272",2019
E14000608,BUCKINGHAM,Buckinghamshire,South East,England,"83,146",,,"63,458",2019
E14000609,BURNLEY,Lancashire,North West,England,"64,345",739,2%,"38,984",2019
E14000610,BURTON,Staffordshire,West Midlands,England,"75,036","1,433",3%,"48,738",2019
E14000611,BURY NORTH,Greater Manchester,North West,England,"68,802",802,2%,"46,841",2019
E14000612,BURY SOUTH,Greater Manchester,North West,England,"75,152",848,2%,"50,274",2019
E14000613,BURY ST EDMUNDS,Suffolk,East,England,"89,644","9,711",16%,"61,957",2019
W07000076,CAERPHILLY,Gwent and Mid Glamorgan,Wales,Wales,"63,166",,,"40,117",2019
S14000009,"CAITHNESS, SUTHERLAND AND EASTER ROSS",,Scotland,Scotland,"46,930",,,"31,457",2019
E14000614,CALDER VALLEY,West Yorkshire,Yorkshire and The Humber,England,"79,287",,,"57,793",2019
E14000615,CAMBERWELL AND PECKHAM,London,London,England,"88,971","3,501",6%,"56,492",2019
E14000616,CAMBORNE AND REDRUTH,Cornwall,South West,England,"70,250","1,359",3%,"50,367",2019
E14000617,CAMBRIDGE,Cambridgeshire,East,England,"79,951","2,164",4%,"53,729",2019
E14000618,CANNOCK CHASE,Staffordshire,West Midlands,England,"74,813","2,920",6%,"46,313",2019
E14000619,CANTERBURY,Kent,South East,England,"80,203",,,"60,113",2019
W07000050,CARDIFF CENTRAL,South Glamorgan,Wales,Wales,"64,037",,,"41,822",2019
W07000051,CARDIFF NORTH,South Glamorgan,Wales,Wales,"68,438",820,2%,"52,666",2019
W07000080,CARDIFF SOUTH AND PENARTH,South Glamorgan,Wales,Wales,"78,837","1,182",2%,"50,579",2019
W07000079,CARDIFF WEST,South Glamorgan,Wales,Wales,"68,508","1,133",2%,"46,177",2019
E14000620,CARLISLE,Cumbria,North West,England,"65,105",,,"42,873",2019
W07000067,CARMARTHEN EAST AND DINEFWR,Dyfed,Wales,Wales,"57,419",,,"41,002",2019
W07000066,CARMARTHEN WEST AND SOUTH PEMBROKESHIRE,Dyfed,Wales,Wales,"59,158",,,"42,114",2019
E14000621,CARSHALTON AND WALLINGTON,London,London,England,"72,941",759,2%,"49,098",2019
E14000622,CASTLE POINT,Essex,East,England,"69,608",,,"44,277",2019
S14000010,CENTRAL AYRSHIRE,,Scotland,Scotland,"69,742",,,"46,534",2019
E14000623,CENTRAL DEVON,Devon,South West,England,"74,926","2,833",5%,"58,072",2019
E14000624,CENTRAL SUFFOLK AND NORTH IPSWICH,Suffolk,East,England,"80,037","2,650",5%,"56,250",2019
W07000064,CEREDIGION,Dyfed,Wales,Wales,"56,250",663,2%,"40,105",2019
E14000625,CHARNWOOD,Leicestershire,East Midlands,England,"79,534","2,664",5%,"55,365",2019
E14000626,CHATHAM AND AYLESFORD,Kent,South East,England,"71,642","1,090",3%,"43,340",2019
E14000627,CHEADLE,Greater Manchester,North West,England,"74,577",,,"55,903",2019
E14000628,CHELMSFORD,Essex,East,England,"80,394",,,"57,122",2019
E14000629,CHELSEA AND FULHAM,London,London,England,"67,110",,,"46,821",2019
E14000630,CHELTENHAM,Gloucestershire,South West,England,"81,044",,,"59,357",2019
E14000631,CHESHAM AND AMERSHAM,Buckinghamshire,South East,England,"72,542","3,042",5%,"55,685",2019
E14000632,CHESTERFIELD,Derbyshire,East Midlands,England,"71,034","1,148",3%,"45,186",2019
E14000633,CHICHESTER,West Sussex,South East,England,"85,499","2,527",4%,"61,243",2019
E14000634,CHINGFORD AND WOODFORD GREEN,London,London,England,"65,393",,,"48,444",2019
E14000635,CHIPPENHAM,Wiltshire,South West,England,"77,221",,,"57,099",2019
E14000636,CHIPPING BARNET,London,London,England,"79,960","1,288",2%,"57,569",2019
E14000637,CHORLEY,Lancashire,North West,England,"78,177","3,600",9%,"39,870",2019
E14000638,CHRISTCHURCH,Dorset,South West,England,"71,520","2,212",4%,"51,951",2019
E14000639,CITIES OF LONDON AND WESTMINSTER,London,London,England,"63,700",728,2%,"42,723",2019
E14000640,CITY OF CHESTER,Cheshire,North West,England,"76,057","1,438",3%,"54,560",2019
E14000641,CITY OF DURHAM,Durham,North East,England,"71,271","1,635",3%,"48,859",2019
E14000642,CLACTON,Essex,East,England,"70,930","1,225",3%,"43,506",2019
E14000643,CLEETHORPES,Humberside,Yorkshire and The Humber,England,"73,689","1,284",3%,"46,339",2019
W07000062,CLWYD SOUTH,Clwyd,Wales,Wales,"53,919",,,"36,306",2019
W07000059,CLWYD WEST,Clwyd,Wales,Wales,"57,714",,,"40,203",2019
S14000011,"COATBRIDGE, CHRYSTON AND BELLSHILL",,Scotland,Scotland,"72,943",808,2%,"48,221",2019
E14000644,COLCHESTER,Essex,East,England,"82,625","1,530",3%,"53,373",2019
E14000645,COLNE VALLEY,West Yorkshire,Yorkshire and The Humber,England,"84,174","1,068",2%,"60,892",2019
E14000646,CONGLETON,Cheshire,North West,England,"80,930","1,616",3%,"57,233",2019
E14000647,COPELAND,Cumbria,North West,England,"61,693",765,2%,"42,523",2019
E14000648,CORBY,Northamptonshire,East Midlands,England,"86,153",,,"60,475",2019
E14000649,COVENTRY NORTH EAST,West Midlands,West Midlands,England,"76,006","1,141",3%,"44,444",2019
E14000650,COVENTRY NORTH WEST,West Midlands,West Midlands,England,"75,247","1,443",3%,"47,744",2019
E14000651,COVENTRY SOUTH,West Midlands,West Midlands,England,"70,979","1,092",2%,"45,044",2019
E14000652,CRAWLEY,West Sussex,South East,England,"74,207","1,451",3%,"49,899",2019
E14000653,CREWE AND NANTWICH,Cheshire,North West,England,"80,321",975,2%,"54,032",2019
E14000654,CROYDON CENTRAL,London,London,England,"81,407","1,215",2%,"54,045",2019
E14000655,CROYDON NORTH,London,London,England,"88,468","1,629",3%,"55,609",2019
E14000656,CROYDON SOUTH,London,London,England,"83,982","1,782",3%,"59,358",2019
S14000012,"CUMBERNAULD, KILSYTH AND KIRKINTILLOCH EAST",,Scotland,Scotland,"66,079",,,"45,686",2019
W07000070,CYNON VALLEY,Gwent and Mid Glamorgan,Wales,Wales,"51,134",,,"30,236",2019
E14000657,DAGENHAM AND RAINHAM,London,London,England,"71,045",602,1%,"43,735",2019
E14000658,DARLINGTON,Durham,North East,England,"66,397","1,057",2%,"43,498",2019
E14000659,DARTFORD,Kent,South East,England,"82,209","1,435",3%,"54,023",2019
E14000660,DAVENTRY,Northamptonshire,East Midlands,England,"77,423","2,341",4%,"57,403",2019
W07000042,DELYN,Clwyd,Wales,Wales,"54,560",,,"38,370",2019
E14000661,DENTON AND REDDISH,Greater Manchester,North West,England,"66,234","1,124",3%,"38,588",2019
E14000662,DERBY NORTH,Derbyshire,East Midlands,England,"73,199","1,046",2%,"47,017",2019
E14000664,DERBYSHIRE DALES,Derbyshire,East Midlands,England,"65,080","2,058",4%,"50,016",2019
E14000663,DERBY SOUTH,Derbyshire,East Midlands,England,"73,062",,,"42,462",2019
E14000665,DEVIZES,Wiltshire,South West,England,"73,372","2,809",6%,"50,954",2019
E14000666,DEWSBURY,West Yorkshire,Yorkshire and The Humber,England,"81,253","1,060",2%,"56,389",2019
E14000668,DONCASTER CENTRAL,South Yorkshire,Yorkshire and The Humber,England,"71,389",981,2%,"41,581",2019
E14000669,DONCASTER NORTH,South Yorkshire,Yorkshire and The Humber,England,"72,362",,,"40,698",2019
E14000667,DON VALLEY,South Yorkshire,Yorkshire and The Humber,England,"75,356",872,2%,"45,437",2019
E14000670,DOVER,Kent,South East,England,"76,355","1,371",3%,"50,701",2019
E14000671,DUDLEY NORTH,West Midlands,West Midlands,England,"61,936",739,2%,"36,684",2019
E14000672,DUDLEY SOUTH,West Midlands,West Midlands,England,"60,731",863,2%,"36,576",2019
E14000673,DULWICH AND WEST NORWOOD,London,London,England,"80,331","9,211",17%,"55,778",2019
S14000013,DUMFRIES AND GALLOWAY,,Scotland,Scotland,"74,580",,,"51,429",2019
S14000014,"DUMFRIESSHIRE, CLYDESDALE AND TWEEDDALE",,Scotland,Scotland,"68,330",,,"49,153",2019
S14000015,DUNDEE EAST,,Scotland,Scotland,"66,210",,,"45,277",2019
S14000016,DUNDEE WEST,,Scotland,Scotland,"64,431",,,"41,579",2019
S14000017,DUNFERMLINE AND WEST FIFE,,Scotland,Scotland,"76,652","1,258",2%,"53,482",2019
W07000061,DWYFOR MEIRIONNYDD,Gwynedd,Wales,Wales,"44,362",,,"29,928",2019
E14000674,EALING CENTRAL AND ACTON,London,London,England,"75,510","1,735",3%,"54,807",2019
E14000675,EALING NORTH,London,London,England,"74,473","1,458",3%,"49,631",2019
E14000676,"EALING, SOUTHALL",London,London,England,"64,581","1,688",4%,"42,217",2019
E14000677,EASINGTON,Durham,North East,England,"61,182",,,"34,583",2019
N06000005,EAST ANTRIM,,Northern Ireland,Northern Ireland,"64,830",685,2%,"37,261",2019
E14000684,EASTBOURNE,East Sussex,South East,England,"79,307",,,"55,134",2019
E14000678,EAST DEVON,Devon,South West,England,"87,168",711,1%,"64,073",2019
S14000018,EAST DUNBARTONSHIRE,,Scotland,Scotland,"66,075",916,2%,"53,031",2019
E14000679,EAST HAM,London,London,England,"88,319",883,2%,"54,628",2019
E14000680,EAST HAMPSHIRE,Hampshire,South East,England,"76,478","2,600",5%,"56,895",2019
S14000019,"EAST KILBRIDE, STRATHAVEN AND LESMAHAGOW",,Scotland,Scotland,"81,224","1,153",2%,"56,337",2019
E14000685,EASTLEIGH,Hampshire,South East,England,"83,880","1,639",3%,"58,971",2019
N06000006,EAST LONDONDERRY,,Northern Ireland,Northern Ireland,"69,246",,,"39,302",2019
S14000020,EAST LOTHIAN,,Scotland,Scotland,"81,600",,,"58,513",2019
S14000021,EAST RENFREWSHIRE,,Scotland,Scotland,"72,232",,,"55,357",2019
E14000681,EAST SURREY,Surrey,South East,England,"83,148","2,340",4%,"59,690",2019
E14000682,EAST WORTHING AND SHOREHAM,West Sussex,South East,England,"75,194","2,006",4%,"53,128",2019
E14000683,EAST YORKSHIRE,Humberside,Yorkshire and The Humber,England,"80,923","1,675",3%,"52,769",2019
E14000686,EDDISBURY,Cheshire,North West,England,"73,700","1,191",2%,"52,971",2019
S14000022,EDINBURGH EAST,,Scotland,Scotland,"69,424","2,064",4%,"47,815",2019
S14000023,EDINBURGH NORTH AND LEITH,,Scotland,Scotland,"81,336","1,971",3%,"59,344",2019
S14000024,EDINBURGH SOUTH,,Scotland,Scotland,"66,188","1,357",3%,"49,732",2019
S14000025,EDINBURGH SOUTH WEST,,Scotland,Scotland,"73,501","1,265",2%,"52,131",2019
S14000026,EDINBURGH WEST,,Scotland,Scotland,"72,507","1,027",2%,"54,533",2019
E14000687,EDMONTON,London,London,England,"65,747",862,2%,"40,341",2019
E14000688,ELLESMERE PORT AND NESTON,Cheshire,North West,England,"70,327",964,2%,"48,746",2019
E14000689,ELMET AND ROTHWELL,West Yorkshire,Yorkshire and The Humber,England,"80,957","1,775",3%,"58,225",2019
E14000690,ELTHAM,London,London,England,"64,086","1,322",3%,"43,689",2019
E14000691,ENFIELD NORTH,London,London,England,"68,301","1,115",2%,"45,050",2019
E14000692,"ENFIELD, SOUTHGATE",London,London,England,"65,525","1,042",2%,"47,276",2019
E14000693,EPPING FOREST,Essex,East,England,"74,304","1,975",4%,"50,268",2019
E14000694,EPSOM AND EWELL,Surrey,South East,England,"81,138","2,047",3%,"59,451",2019
E14000695,EREWASH,Derbyshire,East Midlands,England,"72,523","1,115",2%,"48,814",2019
E14000696,ERITH AND THAMESMEAD,London,London,England,"65,399",876,2%,"41,384",2019
E14000697,ESHER AND WALTON,Surrey,South East,England,"81,184",,,"63,084",2019
E14000698,EXETER,Devon,South West,England,"82,054","4,838",9%,"56,192",2019
S14000028,FALKIRK,,Scotland,Scotland,"84,472","1,885",3%,"55,872",2019
E14000699,FAREHAM,Hampshire,South East,England,"78,337","2,412",4%,"57,250",2019
E14000700,FAVERSHAM AND MID KENT,Kent,South East,England,"73,403","2,103",4%,"50,394",2019
E14000701,FELTHAM AND HESTON,London,London,England,"80,934","1,133",2%,"47,811",2019
N06000007,FERMANAGH AND SOUTH TYRONE,,Northern Ireland,Northern Ireland,"72,848",,,"50,762",2019
E14000702,FILTON AND BRADLEY STOKE,Avon,South West,England,"74,016","1,563",3%,"53,752",2019
E14000703,FINCHLEY AND GOLDERS GREEN,London,London,England,"77,573",,,"55,109",2019
E14000704,FOLKESTONE AND HYTHE,Kent,South East,England,"88,272","2,706",5%,"59,005",2019
E14000705,FOREST OF DEAN,Gloucestershire,South West,England,"71,438","4,681",9%,"51,475",2019
N06000008,FOYLE,,Northern Ireland,Northern Ireland,"74,346",,,"47,144",2019
E14000706,FYLDE,Lancashire,North West,England,"66,847","1,731",4%,"46,659",2019
E14000707,GAINSBOROUGH,Lincolnshire,East Midlands,England,"76,343",,,"51,046",2019
E14000708,GARSTON AND HALEWOOD,Merseyside,North West,England,"76,116","1,183",2%,"53,326",2019
E14000709,GATESHEAD,Tyne and Wear,North East,England,"64,449","1,653",4%,"38,145",2019
E14000710,GEDLING,Nottinghamshire,East Midlands,England,"71,366","1,097",2%,"49,953",2019
E14000711,GILLINGHAM AND RAINHAM,Kent,South East,England,"73,549","1,043",2%,"45,958",2019
S14000029,GLASGOW CENTRAL,,Scotland,Scotland,"69,230","1,429",4%,"40,105",2019
S14000030,GLASGOW EAST,,Scotland,Scotland,"67,381",,,"38,483",2019
S14000031,GLASGOW NORTH,,Scotland,Scotland,"57,130","1,308",4%,"36,191",2019
S14000032,GLASGOW NORTH EAST,,Scotland,Scotland,"61,075",,,"33,925",2019
S14000033,GLASGOW NORTH WEST,,Scotland,Scotland,"63,402",,,"39,735",2019
S14000034,GLASGOW SOUTH,,Scotland,Scotland,"70,891","1,251",3%,"47,443",2019
S14000035,GLASGOW SOUTH WEST,,Scotland,Scotland,"64,575",,,"36,847",2019
S14000036,GLENROTHES,,Scotland,Scotland,"65,672",,,"41,546",2019
E14000712,GLOUCESTER,Gloucestershire,South West,England,"81,319","1,385",3%,"53,764",2019
S14000037,GORDON,,Scotland,Scotland,"79,629",,,"55,916",2019
E14000713,GOSPORT,Hampshire,South East,England,"73,541","1,806",4%,"48,453",2019
W07000046,GOWER,West Glamorgan,Wales,Wales,"61,762",,,"44,482",2019
E14000714,GRANTHAM AND STAMFORD,Lincolnshire,East Midlands,England,"81,502","2,265",4%,"56,003",2019
E14000715,GRAVESHAM,Kent,South East,England,"73,242","1,397",3%,"47,560",2019
E14000716,GREAT GRIMSBY,Humberside,Yorkshire and The Humber,England,"61,409",514,2%,"33,087",2019
E14000717,GREAT YARMOUTH,Norfolk,East,England,"71,957","1,064",2%,"43,462",2019
E14000718,GREENWICH AND WOOLWICH,London,London,England,"79,997","2,363",4%,"53,120",2019
E14000719,GUILDFORD,Surrey,South East,England,"77,729",,,"58,651",2019
E14000720,HACKNEY NORTH AND STOKE NEWINGTON,London,London,England,"92,462","4,989",9%,"56,864",2019
E14000721,HACKNEY SOUTH AND SHOREDITCH,London,London,England,"89,387","2,948",5%,"54,439",2019
E14000722,HALESOWEN AND ROWLEY REGIS,West Midlands,West Midlands,England,"68,300",934,2%,"42,345",2019
E14000723,HALIFAX,West Yorkshire,Yorkshire and The Humber,England,"71,887",946,2%,"46,458",2019
E14000724,HALTEMPRICE AND HOWDEN,Humberside,Yorkshire and The Humber,England,"71,083","1,764",4%,"49,779",2019
E14000725,HALTON,Cheshire,North West,England,"71,930",982,2%,"46,203",2019
E14000726,HAMMERSMITH,London,London,England,"74,759","1,744",3%,"51,966",2019
E14000727,HAMPSTEAD AND KILBURN,London,London,England,"86,571","1,608",3%,"57,385",2019
E14000728,HARBOROUGH,Leicestershire,East Midlands,England,"80,151","1,709",3%,"57,319",2019
E14000729,HARLOW,Essex,East,England,"68,078",,,"43,354",2019
E14000730,HARROGATE AND KNARESBOROUGH,North Yorkshire,Yorkshire and The Humber,England,"77,941",,,"56,937",2019
E14000731,HARROW EAST,London,London,England,"72,106",,,"49,491",2019
E14000732,HARROW WEST,London,London,England,"72,464","1,109",2%,"47,922",2019
E14000733,HARTLEPOOL,Cleveland,North East,England,"70,855",,,"41,037",2019
E14000734,HARWICH AND NORTH ESSEX,Essex,East,England,"74,153","1,945",4%,"51,963",2019
E14000735,HASTINGS AND RYE,East Sussex,South East,England,"80,524",,,"54,274",2019
E14000736,HAVANT,Hampshire,South East,England,"72,103","1,597",3%,"45,959",2019
E14000737,HAYES AND HARLINGTON,London,London,England,"72,357",739,2%,"43,994",2019
E14000738,HAZEL GROVE,Greater Manchester,North West,England,"63,346",,,"44,269",2019
E14000739,HEMEL HEMPSTEAD,Hertfordshire,East,England,"74,035","1,581",3%,"51,271",2019
E14000740,HEMSWORTH,West Yorkshire,Yorkshire and The Humber,England,"73,726",916,2%,"43,907",2019
E14000741,HENDON,London,London,England,"82,661",921,2%,"55,075",2019
E14000742,HENLEY,Oxfordshire,South East,England,"76,646","2,736",5%,"58,759",2019
E14000743,HEREFORD AND SOUTH HEREFORDSHIRE,Hereford and Worcester,West Midlands,England,"72,085","2,371",5%,"49,646",2019
E14000744,HERTFORD AND STORTFORD,Hertfordshire,East,England,"81,765","2,705",5%,"60,094",2019
E14000745,HERTSMERE,Hertfordshire,East,England,"73,971","1,653",3%,"52,203",2019
E14000746,HEXHAM,Northumberland,North East,England,"61,324","1,723",4%,"46,150",2019
E14000747,HEYWOOD AND MIDDLETON,Greater Manchester,North West,England,"80,162","1,220",3%,"47,488",2019
E14000748,HIGH PEAK,Derbyshire,East Midlands,England,"74,265","1,148",2%,"54,173",2019
E14000749,HITCHIN AND HARPENDEN,Hertfordshire,East,England,"76,323",,,"58,871",2019
E14000750,HOLBORN AND ST PANCRAS,London,London,England,"86,061","2,746",5%,"56,786",2019
E14000751,HORNCHURCH AND UPMINSTER,London,London,England,"80,765","1,920",4%,"53,974",2019
E14000752,HORNSEY AND WOOD GREEN,London,London,England,"81,814","2,192",4%,"61,105",2019
E14000753,HORSHAM,West Sussex,South East,England,"86,730","2,668",4%,"63,242",2019
E14000754,HOUGHTON AND SUNDERLAND SOUTH,Tyne and Wear,North East,England,"68,835","1,125",3%,"39,811",2019
E14000755,HOVE,East Sussex,South East,England,"74,313","2,496",4%,"56,391",2019
