id,Constituency,County,Country/Region,Country,Electorate_2015,Green Votes_2015,Green Vote share_2015,Total votes_2015,Year
E14000738,HAZEL GROVE,Greater Manchester,North West,England,"63,098","1,140",3%,"43,219",2015
E14000739,HEMEL HEMPSTEAD,Hertfordshire,Eastern,England,"74,616","1,660",3%,"49,633",2015
E14000740,HEMSWORTH,West Yorkshire,Yorkshire and The Humber,England,"72,714",,,"42,406",2015
E14000741,HENDON,London,London,England,"75,285","1,015",2%,"49,630",2015
E14000742,HENLEY,Oxfordshire,South East,England,"77,946","3,815",7%,"55,236",2015
E14000743,HEREFORD & HEREFORDSHIRE SOUTH,Hereford and Worcester,West Midlands,England,"71,485","3,415",7%,"47,257",2015
E14000744,HERTFORD & STORTFORD,Hertfordshire,Eastern,England,"80,610","2,681",5%,"56,277",2015
E14000745,HERTSMERE,Hertfordshire,Eastern,England,"73,767",,,"50,091",2015
E14000746,HEXHAM,Northumberland,North East,England,"59,708","2,445",6%,"43,345",2015
E14000747,HEYWOOD & MIDDLETON,Greater Manchester,North West,England,"79,989","1,110",2%,"48,538",2015
E14000748,HIGH PEAK,Derbyshire,East Midlands,England,"73,336","1,811",4%,"50,789",2015
E14000749,HITCHIN & HARPENDEN,Hertfordshire,Eastern,England,"80,333","3,053",6%,"55,375",2015
E14000750,HOLBORN & ST PANCRAS,London,London,England,"86,764","7,013",13%,"54,917",2015
E14000751,HORNCHURCH & UPMINSTER,London,London,England,"79,331","1,411",3%,"55,236",2015
E14000752,HORNSEY & WOOD GREEN,London,London,England,"79,247","3,146",5%,"57,785",2015
E14000753,HORSHAM,West Sussex,South East,England,"79,085","2,198",4%,"56,925",2015
E14000754,HOUGHTON & SUNDERLAND SOUTH,Tyne and Wear,North East,England,"68,324","1,095",3%,"38,489",2015
E14000755,HOVE,East Sussex,South East,England,"73,505","3,569",7%,"52,214",2015
E14000756,HUDDERSFIELD,West Yorkshire,Yorkshire and The Humber,England,"65,269","2,798",7%,"40,478",2015
E14000757,HUNTINGDON,Cambridgeshire,Eastern,England,"82,593","2,178",4%,"55,927",2015
E14000758,HYNDBURN,Lancashire,North West,England,"68,341","1,122",3%,"42,887",2015
E14000759,ILFORD NORTH,London,London,England,"75,294","1,023",2%,"48,932",2015
E14000760,ILFORD SOUTH,London,London,England,"91,987","1,506",3%,"51,912",2015
E14000761,IPSWICH,Suffolk,Eastern,England,"74,499","1,736",4%,"48,694",2015
E14000762,ISLE OF WIGHT,Isle of Wight,South East,England,"108,804","9,404",13%,"70,300",2015
E14000763,ISLINGTON NORTH,London,London,England,"73,326","5,043",10%,"49,234",2015
E14000764,ISLINGTON SOUTH & FINSBURY,London,London,England,"68,127","3,371",8%,"44,270",2015
E14000765,JARROW,Tyne and Wear,North East,England,"64,002","1,310",3%,"38,564",2015
E14000766,KEIGHLEY,West Yorkshire,Yorkshire and The Humber,England,"68,865","1,661",3%,"49,123",2015
E14000767,KENILWORTH & SOUTHAM,Warwickshire,West Midlands,England,"63,957","1,956",4%,"48,791",2015
E14000768,KENSINGTON,London,London,England,"61,133","1,765",5%,"34,828",2015
E14000769,KETTERING,Northamptonshire,East Midlands,England,"70,155","1,633",3%,"47,218",2015
E14000770,KINGSTON & SURBITON,London,London,England,"81,238","2,322",4%,"59,253",2015
E14000771,HULL EAST,Humberside,Yorkshire and The Humber,England,"65,710",806,2%,"35,144",2015
E14000772,HULL NORTH,Humberside,Yorkshire and The Humber,England,"64,148","2,066",6%,"35,336",2015
E14000773,HULL WEST & HESSLE,Humberside,Yorkshire and The Humber,England,"59,100",943,3%,"31,803",2015
E14000774,KINGSWOOD,Avon,South West,England,"68,193","1,370",3%,"48,125",2015
E14000775,KNOWSLEY,Merseyside,North West,England,"79,108","1,270",3%,"50,728",2015
E14000776,LANCASTER & FLEETWOOD,Lancashire,North West,England,"61,922","2,093",5%,"41,738",2015
E14000777,LEEDS CENTRAL,West Yorkshire,Yorkshire and The Humber,England,"81,799","3,558",8%,"45,048",2015
E14000778,LEEDS EAST,West Yorkshire,Yorkshire and The Humber,England,"64,754","1,117",3%,"38,196",2015
E14000779,LEEDS NORTH EAST,West Yorkshire,Yorkshire and The Humber,England,"69,097","2,541",5%,"48,291",2015
E14000780,LEEDS NORTH WEST,West Yorkshire,Yorkshire and The Humber,England,"61,974","3,042",7%,"43,357",2015
E14000781,LEEDS WEST,West Yorkshire,Yorkshire and The Humber,England,"64,950","3,217",8%,"38,423",2015
E14000782,LEICESTER EAST,Leicestershire,East Midlands,England,"75,430","1,468",3%,"48,068",2015
E14000783,LEICESTER SOUTH,Leicestershire,East Midlands,England,"73,518","2,533",6%,"45,942",2015
E14000784,LEICESTER WEST,Leicestershire,East Midlands,England,"63,204","1,878",5%,"34,522",2015
E14000785,LEIGH,Greater Manchester,North West,England,"75,905",,,"45,123",2015
E14000786,LEWES,East Sussex,South East,England,"69,481","2,784",6%,"50,540",2015
E14000787,LEWISHAM EAST,London,London,England,"66,913","2,429",6%,"42,923",2015
E14000788,LEWISHAM WEST & PENGE,London,London,England,"72,290","4,077",8%,"48,125",2015
E14000789,LEWISHAM DEPTFORD,London,London,England,"73,428","5,932",13%,"47,426",2015
E14000790,LEYTON & WANSTEAD,London,London,England,"64,580","2,974",7%,"40,703",2015
E14000791,LICHFIELD,Staffordshire,West Midlands,England,"74,234","1,976",4%,"51,467",2015
E14000792,LINCOLN,Lincolnshire,East Midlands,England,"74,121",,,"46,852",2015
E14000793,LIVERPOOL RIVERSIDE,Merseyside,North West,England,"70,829","5,372",12%,"44,263",2015
E14000794,LIVERPOOL WALTON,Merseyside,North West,England,"61,908",956,2%,"38,403",2015
E14000795,LIVERPOOL WAVERTREE,Merseyside,North West,England,"61,549","2,140",5%,"40,974",2015
E14000796,LIVERPOOL WEST DERBY,Merseyside,North West,England,"63,651",996,2%,"41,031",2015
E14000797,LOUGHBOROUGH,Leicestershire,East Midlands,England,"75,217","1,845",4%,"52,020",2015
E14000798,LOUTH & HORNCASTLE,Lincolnshire,East Midlands,England,"74,870","1,549",3%,"50,336",2015
E14000799,LUDLOW,Shropshire,West Midlands,England,"66,374","2,435",5%,"48,063",2015
E14000800,LUTON NORTH,Bedfordshire,Eastern,England,"67,329",972,2%,"42,571",2015
E14000801,LUTON SOUTH,Bedfordshire,Eastern,England,"67,741","1,237",3%,"42,216",2015
E14000802,MACCLESFIELD,Cheshire,North West,England,"71,712","2,404",5%,"49,598",2015
E14000803,MAIDENHEAD,Berkshire,South East,England,"74,187","1,915",4%,"53,855",2015
E14000804,MAIDSTONE & THE WEALD,Kent,South East,England,"73,181","1,396",3%,"50,010",2015
E14000805,MAKERFIELD,Greater Manchester,North West,England,"74,320","1,136",3%,"44,788",2015
E14000806,MALDON,Essex,Eastern,England,"69,066","1,504",3%,"48,045",2015
E14000807,MANCHESTER CENTRAL,Greater Manchester,North West,England,"86,078","3,838",8%,"45,331",2015
E14000808,MANCHESTER GORTON,Greater Manchester,North West,England,"72,992","4,108",10%,"42,019",2015
E14000809,MANCHESTER WITHINGTON,Greater Manchester,North West,England,"74,102","4,048",8%,"49,966",2015
E14000810,MANSFIELD,Nottinghamshire,East Midlands,England,"77,534","1,486",3%,"47,193",2015
E14000811,MEON VALLEY,Hampshire,South East,England,"72,738","1,831",4%,"51,717",2015
E14000812,MERIDEN,West Midlands,West Midlands,England,"81,928","2,170",4%,"52,603",2015
E14000813,BEDFORDSHIRE MID,Bedfordshire,Eastern,England,"78,501","2,462",4%,"58,060",2015
E14000814,DERBYSHIRE MID,Derbyshire,East Midlands,England,"67,477","1,898",4%,"47,729",2015
E14000815,DORSET MID & POOLE NORTH,Dorset,South West,England,"64,299","1,321",3%,"46,499",2015
E14000816,NORFOLK MID,Norfolk,Eastern,England,"77,154","2,191",4%,"52,212",2015
E14000817,SUSSEX MID,West Sussex,South East,England,"81,034","2,453",4%,"57,492",2015
