id,Constituency,County,Country/Region,Country,Electorate_2010,Green Votes_2010,Green Vote share_2010,Total votes_2010,Year
E14000560,"BIRMINGHAM, EDGBASTON",West Midlands,West Midlands,England,"68,573",469,1%,"41,571",2010
E14000561,"BIRMINGHAM, ERDINGTON",West Midlands,West Midlands,England,"66,405",,,"35,546",2010
E14000562,"BIRMINGHAM, HALL GREEN",West Midlands,West Midlands,England,"76,580",,,"48,727",2010
E14000563,"BIRMINGHAM, HODGE HILL",West Midlands,West Midlands,England,"75,040",,,"42,472",2010
E14000564,"BIRMINGHAM, LADYWOOD",West Midlands,West Midlands,England,"73,646",859,2%,"35,833",2010
E14000565,"BIRMINGHAM, NORTHFIELD",West Midlands,West Midlands,England,"71,338",406,1%,"41,814",2010
E14000566,"BIRMINGHAM, PERRY BARR",West Midlands,West Midlands,England,"71,304",,,"42,045",2010
E14000567,"BIRMINGHAM, SELLY OAK",West Midlands,West Midlands,England,"74,805",664,1%,"46,563",2010
E14000568,"BIRMINGHAM, YARDLEY",West Midlands,West Midlands,England,"72,321",,,"40,850",2010
E14000569,BISHOP AUCKLAND,Durham,North East,England,"68,368",,,"41,136",2010
E14000570,BLACKBURN,Lancashire,North West,England,"72,331",,,"45,499",2010
E14000571,BLACKLEY AND BROUGHTON,Greater Manchester,North West,England,"69,489",,,"34,204",2010
E14000572,BLACKPOOL NORTH AND CLEVELEYS,Lancashire,North West,England,"66,017",,,"40,591",2010
E14000573,BLACKPOOL SOUTH,Lancashire,North West,England,"63,027",,,"35,192",2010
E14000574,BLAYDON,Tyne and Wear,North East,England,"67,808",,,"44,913",2010
E14000575,BLYTH VALLEY,Northumberland,North East,England,"62,900",,,"38,566",2010
E14000576,BOGNOR REGIS AND LITTLEHAMPTON,West Sussex,South East,England,"70,816",,,"46,852",2010
E14000577,BOLSOVER,Derbyshire,East Midlands,England,"72,766",,,"43,988",2010
E14000578,BOLTON NORTH EAST,Greater Manchester,North West,England,"66,846",,,"43,277",2010
E14000579,BOLTON SOUTH EAST,Greater Manchester,North West,England,"69,499",614,2%,"39,604",2010
E14000580,BOLTON WEST,Greater Manchester,North West,England,"71,284",545,1%,"47,576",2010
E14000581,BOOTLE,Merseyside,North West,England,"71,422",,,"41,277",2010
E14000582,BOSTON AND SKEGNESS,Lincolnshire,East Midlands,England,"67,186",,,"43,125",2010
E14000583,BOSWORTH,Leicestershire,East Midlands,England,"77,296",,,"54,274",2010
E14000584,BOURNEMOUTH EAST,Dorset,South West,England,"71,125",,,"44,024",2010
E14000585,BOURNEMOUTH WEST,Dorset,South West,England,"71,753",,,"41,659",2010
E14000586,BRACKNELL,Berkshire,South East,England,"76,888",821,2%,"52,136",2010
E14000587,BRADFORD EAST,West Yorkshire,Yorkshire and The Humber,England,"65,116",,,"40,457",2010
E14000588,BRADFORD SOUTH,West Yorkshire,Yorkshire and The Humber,England,"63,580",,,"37,995",2010
E14000589,BRADFORD WEST,West Yorkshire,Yorkshire and The Humber,England,"62,519",940,2%,"40,576",2010
E14000590,BRAINTREE,Essex,Eastern,England,"71,163",718,1%,"49,203",2010
E14000591,BRENT CENTRAL,London,London,England,"74,046",668,1%,"45,323",2010
E14000592,BRENT NORTH,London,London,England,"83,896",725,1%,"52,298",2010
E14000593,BRENTFORD AND ISLEWORTH,London,London,England,"83,546",787,1%,"53,765",2010
E14000594,BRENTWOOD AND ONGAR,Essex,Eastern,England,"69,309",584,1%,"50,592",2010
E14000595,BRIDGWATER AND WEST SOMERSET,Somerset,South West,England,"82,180",859,2%,"54,493",2010
E14000596,BRIGG AND GOOLE,Humberside,Yorkshire and The Humber,England,"67,345",,,"43,874",2010
E14000597,"BRIGHTON, KEMPTOWN",East Sussex,South East,England,"66,015","2,330",5%,"42,705",2010
E14000598,"BRIGHTON, PAVILION",East Sussex,South East,England,"74,009","16,238",31%,"51,834",2010
E14000599,BRISTOL EAST,Avon,South West,England,"69,448",803,2%,"45,017",2010
E14000600,BRISTOL NORTH WEST,Avon,South West,England,"73,469",511,1%,"50,336",2010
E14000601,BRISTOL SOUTH,Avon,South West,England,"78,579","1,216",3%,"48,377",2010
E14000602,BRISTOL WEST,Avon,South West,England,"82,728","2,090",4%,"55,347",2010
E14000603,BROADLAND,Norfolk,Eastern,England,"72,445",752,1%,"52,676",2010
E14000604,BROMLEY AND CHISLEHURST,London,London,England,"65,427",607,1%,"44,037",2010
E14000605,BROMSGROVE,Hereford and Worcester,West Midlands,England,"73,036",,,"51,630",2010
E14000606,BROXBOURNE,Hertfordshire,Eastern,England,"71,391",,,"45,658",2010
E14000607,BROXTOWE,Nottinghamshire,East Midlands,England,"72,042",423,1%,"52,727",2010
E14000608,BUCKINGHAM,Buckinghamshire,South East,England,"74,989",,,"48,335",2010
E14000609,BURNLEY,Lancashire,North West,England,"66,615",,,"41,845",2010
E14000610,BURTON,Staffordshire,West Midlands,England,"74,874",,,"49,823",2010
E14000611,BURY NORTH,Greater Manchester,North West,England,"66,759",,,"44,961",2010
E14000612,BURY SOUTH,Greater Manchester,North West,England,"73,544",493,1%,"48,267",2010
E14000613,BURY ST EDMUNDS,Suffolk,Eastern,England,"84,716","2,521",4%,"58,718",2010
E14000614,CALDER VALLEY,West Yorkshire,Yorkshire and The Humber,England,"76,903",858,2%,"51,780",2010
E14000615,CAMBERWELL AND PECKHAM,London,London,England,"78,627","1,361",3%,"46,659",2010
E14000616,CAMBORNE AND REDRUTH,Cornwall,South West,England,"63,975",581,1%,"42,493",2010
E14000617,CAMBRIDGE,Cambridgeshire,Eastern,England,"74,699","3,804",8%,"50,130",2010
E14000618,CANNOCK CHASE,Staffordshire,West Midlands,England,"74,508",,,"45,559",2010
E14000619,CANTERBURY,Kent,South East,England,"74,121","1,137",2%,"49,209",2010
E14000620,CARLISLE,Cumbria,North West,England,"65,263",614,1%,"42,200",2010
E14000621,CARSHALTON AND WALLINGTON,London,London,England,"66,524",355,1%,"45,918",2010
E14000622,CASTLE POINT,Essex,Eastern,England,"67,284",,,"45,026",2010
E14000623,CENTRAL DEVON,Devon,South West,England,"71,203","1,044",2%,"53,873",2010
E14000624,CENTRAL SUFFOLK AND NORTH IPSWICH,Suffolk,Eastern,England,"75,786","1,452",3%,"53,420",2010
E14000625,CHARNWOOD,Leicestershire,East Midlands,England,"74,473",,,"53,542",2010
E14000626,CHATHAM AND AYLESFORD,Kent,South East,England,"67,964",396,1%,"43,807",2010
E14000627,CHEADLE,Greater Manchester,North West,England,"71,635",,,"52,512",2010
E14000628,CHELMSFORD,Essex,Eastern,England,"77,525",476,1%,"54,593",2010
E14000629,CHELSEA AND FULHAM,London,London,England,"66,257",671,2%,"39,856",2010
E14000630,CHELTENHAM,Gloucestershire,South West,England,"78,998",,,"52,786",2010
E14000631,CHESHAM AND AMERSHAM,Buckinghamshire,South East,England,"70,333",767,1%,"52,444",2010
E14000632,CHESTERFIELD,Derbyshire,East Midlands,England,"71,878",600,1%,"45,839",2010
E14000633,CHICHESTER,West Sussex,South East,England,"81,576",,,"56,787",2010
E14000634,CHINGFORD AND WOODFORD GREEN,London,London,England,"64,831",650,2%,"43,106",2010
E14000635,CHIPPENHAM,Wiltshire,South West,England,"72,106",446,1%,"52,385",2010
E14000636,CHIPPING BARNET,London,London,England,"75,120","1,021",2%,"50,608",2010
E14000637,CHORLEY,Lancashire,North West,England,"70,976",,,"49,774",2010
E14000638,CHRISTCHURCH,Dorset,South West,England,"68,859",,,"49,416",2010
E14000639,CITIES OF LONDON AND WESTMINSTER,London,London,England,"66,849",778,2%,"36,931",2010
E14000640,CITY OF CHESTER,Cheshire,North West,England,"70,131",535,1%,"46,790",2010
E14000641,CITY OF DURHAM,Durham,North East,England,"68,832",,,"46,252",2010
E14000642,CLACTON,Essex,Eastern,England,"67,194",535,1%,"43,123",2010
E14000643,CLEETHORPES,Humberside,Yorkshire and The Humber,England,"70,214",,,"44,966",2010
E14000644,COLCHESTER,Essex,Eastern,England,"74,064",694,2%,"46,139",2010
E14000645,COLNE VALLEY,West Yorkshire,Yorkshire and The Humber,England,"80,060",867,2%,"55,296",2010
E14000646,CONGLETON,Cheshire,North West,England,"72,280",,,"50,780",2010
E14000647,COPELAND,Cumbria,North West,England,"63,149",389,1%,"42,787",2010
E14000648,CORBY,Northamptonshire,East Midlands,England,"78,024",,,"54,236",2010
E14000649,COVENTRY NORTH EAST,West Midlands,West Midlands,England,"73,035",,,"43,383",2010
E14000650,COVENTRY NORTH WEST,West Midlands,West Midlands,England,"72,871",497,1%,"46,560",2010
E14000651,COVENTRY SOUTH,West Midlands,West Midlands,England,"73,652",639,1%,"45,924",2010
E14000652,CRAWLEY,West Sussex,South East,England,"72,781",598,1%,"47,504",2010
E14000653,CREWE AND NANTWICH,Cheshire,North West,England,"79,728",,,"51,084",2010
E14000654,CROYDON CENTRAL,London,London,England,"76,349",581,1%,"49,667",2010
E14000655,CROYDON NORTH,London,London,England,"85,216","1,017",2%,"51,676",2010
E14000656,CROYDON SOUTH,London,London,England,"81,303",981,2%,"56,322",2010
E14000657,DAGENHAM AND RAINHAM,London,London,England,"69,764",296,1%,"44,232",2010
E14000658,DARLINGTON,Durham,North East,England,"68,168",,,"42,896",2010
E14000659,DARTFORD,Kent,South East,England,"76,271",,,"50,080",2010
E14000660,DAVENTRY,Northamptonshire,East Midlands,England,"71,452",770,1%,"51,774",2010
E14000661,DENTON AND REDDISH,Greater Manchester,North West,England,"66,330",,,"37,635",2010
E14000662,DERBY NORTH,Derbyshire,East Midlands,England,"71,474",,,"45,080",2010
E14000663,DERBY SOUTH,Derbyshire,East Midlands,England,"70,999",,,"41,188",2010
E14000664,DERBYSHIRE DALES,Derbyshire,East Midlands,England,"63,376",772,2%,"46,780",2010
E14000665,DEVIZES,Wiltshire,South West,England,"67,379",813,2%,"46,340",2010
E14000666,DEWSBURY,West Yorkshire,Yorkshire and The Humber,England,"78,910",849,2%,"54,008",2010
E14000667,DON VALLEY,South Yorkshire,Yorkshire and The Humber,England,"72,597",,,"43,420",2010
E14000668,DONCASTER CENTRAL,South Yorkshire,Yorkshire and The Humber,England,"72,985",,,"41,745",2010
E14000669,DONCASTER NORTH,South Yorkshire,Yorkshire and The Humber,England,"71,681",,,"41,483",2010
E14000670,DOVER,Kent,South East,England,"71,833",,,"50,385",2010
E14000671,DUDLEY NORTH,West Midlands,West Midlands,England,"60,838",,,"38,602",2010
E14000672,DUDLEY SOUTH,West Midlands,West Midlands,England,"60,572",,,"38,165",2010
E14000673,DULWICH AND WEST NORWOOD,London,London,England,"72,817","1,266",3%,"48,214",2010
E14000674,EALING CENTRAL AND ACTON,London,London,England,"70,251",737,2%,"47,200",2010
E14000675,EALING NORTH,London,London,England,"73,104",505,1%,"47,678",2010
E14000676,"EALING, SOUTHALL",London,London,England,"66,970",705,2%,"42,756",2010
E14000677,EASINGTON,Durham,North East,England,"63,879",,,"34,914",2010
E14000678,EAST DEVON,Devon,South West,England,"73,109",815,2%,"53,092",2010
E14000679,EAST HAM,London,London,England,"90,674",586,1%,"50,373",2010
E14000680,EAST HAMPSHIRE,Hampshire,South East,England,"72,262",,,"51,317",2010
E14000681,EAST SURREY,Surrey,South East,England,"76,855",,,"54,640",2010
E14000682,EAST WORTHING AND SHOREHAM,West Sussex,South East,England,"74,001","1,126",2%,"48,397",2010
E14000683,EAST YORKSHIRE,Humberside,Yorkshire and The Humber,England,"80,105",762,1%,"51,254",2010
E14000684,EASTBOURNE,East Sussex,South East,England,"77,840",,,"52,124",2010
E14000685,EASTLEIGH,Hampshire,South East,England,"77,436",,,"53,650",2010
E14000686,EDDISBURY,Cheshire,North West,England,"72,100",,,"45,414",2010
E14000687,EDMONTON,London,London,England,"63,904",516,1%,"40,377",2010
E14000688,ELLESMERE PORT AND NESTON,Cheshire,North West,England,"66,509",,,"44,233",2010
E14000689,ELMET AND ROTHWELL,West Yorkshire,Yorkshire and The Humber,England,"77,724",,,"55,789",2010
E14000690,ELTHAM,London,London,England,"62,590",419,1%,"41,964",2010
E14000691,ENFIELD NORTH,London,London,England,"66,261",489,1%,"44,453",2010
E14000692,"ENFIELD, SOUTHGATE",London,London,England,"64,139",632,1%,"44,352",2010
E14000693,EPPING FOREST,Essex,Eastern,England,"72,186",659,1%,"46,584",2010
E14000694,EPSOM AND EWELL,Surrey,South East,England,"79,908",,,"54,955",2010
E14000695,EREWASH,Derbyshire,East Midlands,England,"69,655",534,1%,"47,642",2010
E14000696,ERITH AND THAMESMEAD,London,London,England,"69,900",322,1%,"42,476",2010
E14000697,ESHER AND WALTON,Surrey,South East,England,"75,338",,,"54,543",2010
E14000698,EXETER,Devon,South West,England,"77,158",792,2%,"52,247",2010
E14000699,FAREHAM,Hampshire,South East,England,"75,915",791,1%,"54,345",2010
E14000700,FAVERSHAM AND MID KENT,Kent,South East,England,"68,858",890,2%,"46,712",2010
E14000701,FELTHAM AND HESTON,London,London,England,"81,058",530,1%,"48,536",2010
E14000702,FILTON AND BRADLEY STOKE,Avon,South West,England,"69,003",441,1%,"48,301",2010
E14000703,FINCHLEY AND GOLDERS GREEN,London,London,England,"70,722",737,2%,"47,157",2010
E14000704,FOLKESTONE AND HYTHE,Kent,South East,England,"78,005",637,1%,"52,800",2010
E14000705,FOREST OF DEAN,Gloucestershire,South West,England,"68,419",923,2%,"48,763",2010
E14000706,FYLDE,Lancashire,North West,England,"65,926",654,1%,"43,690",2010
E14000707,GAINSBOROUGH,Lincolnshire,East Midlands,England,"72,939",,,"49,251",2010
E14000708,GARSTON AND HALEWOOD,Merseyside,North West,England,"71,312",,,"42,825",2010
E14000709,GATESHEAD,Tyne and Wear,North East,England,"66,492",379,1%,"38,257",2010
E14000710,GEDLING,Nottinghamshire,East Midlands,England,"70,866",,,"48,190",2010
E14000711,GILLINGHAM AND RAINHAM,Kent,South East,England,"70,814",356,1%,"46,786",2010
E14000712,GLOUCESTER,Gloucestershire,South West,England,"79,321",511,1%,"50,764",2010
E14000713,GOSPORT,Hampshire,South East,England,"72,816",573,1%,"46,939",2010
E14000714,GRANTHAM AND STAMFORD,Lincolnshire,East Midlands,England,"78,008",,,"52,799",2010
E14000715,GRAVESHAM,Kent,South East,England,"70,195",675,1%,"47,303",2010
E14000716,GREAT GRIMSBY,Humberside,Yorkshire and The Humber,England,"61,229",,,"32,954",2010
E14000717,GREAT YARMOUTH,Norfolk,Eastern,England,"70,315",416,1%,"43,057",2010
E14000718,GREENWICH AND WOOLWICH,London,London,England,"65,489","1,054",3%,"41,188",2010
E14000719,GUILDFORD,Surrey,South East,England,"77,082",,,"55,567",2010
E14000720,HACKNEY NORTH AND STOKE NEWINGTON,London,London,England,"73,906","2,133",5%,"46,461",2010
E14000721,HACKNEY SOUTH AND SHOREDITCH,London,London,England,"72,841","1,493",3%,"42,858",2010
E14000722,HALESOWEN AND ROWLEY REGIS,West Midlands,West Midlands,England,"63,693",,,"43,979",2010
E14000723,HALIFAX,West Yorkshire,Yorkshire and The Humber,England,"70,380",,,"43,555",2010
E14000724,HALTEMPRICE AND HOWDEN,Humberside,Yorkshire and The Humber,England,"70,254",669,1%,"48,737",2010
E14000725,HALTON,Cheshire,North West,England,"68,846",647,2%,"41,338",2010
E14000726,HAMMERSMITH,London,London,England,"72,348",696,1%,"47,452",2010
E14000727,HAMPSTEAD AND KILBURN,London,London,England,"80,373",759,1%,"52,822",2010
E14000728,HARBOROUGH,Leicestershire,East Midlands,England,"77,917",,,"54,945",2010
E14000729,HARLOW,Essex,Eastern,England,"67,583",,,"43,878",2010
E14000730,HARROGATE AND KNARESBOROUGH,North Yorkshire,Yorkshire and The Humber,England,"74,760",,,"53,134",2010
E14000731,HARROW EAST,London,London,England,"70,510",793,2%,"48,006",2010
E14000732,HARROW WEST,London,London,England,"68,554",625,1%,"46,116",2010
E14000733,HARTLEPOOL,Cleveland,North East,England,"68,927",,,"38,242",2010
E14000734,HARWICH AND NORTH ESSEX,Essex,Eastern,England,"70,743",909,2%,"49,000",2010
E14000735,HASTINGS AND RYE,East Sussex,South East,England,"77,030",,,"49,814",2010
E14000736,HAVANT,Hampshire,South East,England,"69,662",,,"43,903",2010
E14000737,HAYES AND HARLINGTON,London,London,England,"70,231",348,1%,"42,637",2010
E14000738,HAZEL GROVE,Greater Manchester,North West,England,"62,300",,,"41,981",2010
E14000739,HEMEL HEMPSTEAD,Hertfordshire,Eastern,England,"72,752",,,"49,471",2010
E14000740,HEMSWORTH,West Yorkshire,Yorkshire and The Humber,England,"75,542",,,"43,840",2010
E14000741,HENDON,London,London,England,"72,943",518,1%,"46,374",2010
E14000742,HENLEY,Oxfordshire,South East,England,"73,123","1,328",2%,"53,520",2010
E14000743,HEREFORD AND SOUTH HEREFORDSHIRE,Hereford and Worcester,West Midlands,England,"72,021",,,"48,381",2010
E14000744,HERTFORD AND STORTFORD,Hertfordshire,Eastern,England,"78,459",,,"55,377",2010
E14000745,HERTSMERE,Hertfordshire,Eastern,England,"73,057",604,1%,"47,270",2010
E14000746,HEXHAM,Northumberland,North East,England,"60,360",,,"43,483",2010
E14000747,HEYWOOD AND MIDDLETON,Greater Manchester,North West,England,"80,171",,,"46,125",2010
E14000748,HIGH PEAK,Derbyshire,East Midlands,England,"71,458",922,2%,"50,337",2010
E14000749,HITCHIN AND HARPENDEN,Hertfordshire,Eastern,England,"73,851",807,1%,"54,707",2010
E14000750,HOLBORN AND ST PANCRAS,London,London,England,"86,563","1,480",3%,"54,649",2010
E14000751,HORNCHURCH AND UPMINSTER,London,London,England,"78,547",542,1%,"53,390",2010
E14000752,HORNSEY AND WOOD GREEN,London,London,England,"78,748","1,261",2%,"55,042",2010
E14000753,HORSHAM,West Sussex,South East,England,"77,564",570,1%,"55,841",2010
E14000754,HOUGHTON AND SUNDERLAND SOUTH,Tyne and Wear,North East,England,"68,729",,,"38,021",2010
E14000755,HOVE,East Sussex,South East,England,"71,720","2,568",5%,"49,819",2010
E14000756,HUDDERSFIELD,West Yorkshire,Yorkshire and The Humber,England,"66,318","1,641",4%,"40,524",2010
E14000757,HUNTINGDON,Cambridgeshire,Eastern,England,"83,557",652,1%,"54,266",2010
E14000758,HYNDBURN,Lancashire,North West,England,"67,221",463,1%,"42,672",2010
E14000759,ILFORD NORTH,London,London,England,"72,372",572,1%,"47,018",2010
E14000760,ILFORD SOUTH,London,London,England,"86,220","1,319",3%,"51,191",2010
E14000761,IPSWICH,Suffolk,Eastern,England,"75,770",775,2%,"46,941",2010
E14000762,ISLE OF WIGHT,Isle of Wight,South East,England,"109,922",931,1%,"70,264",2010
E14000763,ISLINGTON NORTH,London,London,England,"68,119","1,348",3%,"44,554",2010
E14000764,ISLINGTON SOUTH AND FINSBURY,London,London,England,"67,650",710,2%,"43,555",2010
E14000765,JARROW,Tyne and Wear,North East,England,"64,350",,,"38,784",2010
E14000766,KEIGHLEY,West Yorkshire,Yorkshire and The Humber,England,"65,893",,,"47,692",2010
E14000767,KENILWORTH AND SOUTHAM,Warwickshire,West Midlands,England,"64,362",568,1%,"48,431",2010
E14000768,KENSINGTON,London,London,England,"65,975",753,2%,"35,150",2010
E14000769,KETTERING,Northamptonshire,East Midlands,England,"68,824",,,"47,328",2010
E14000770,KINGSTON AND SURBITON,London,London,England,"81,115",555,1%,"57,111",2010
E14000771,KINGSTON UPON HULL EAST,Humberside,Yorkshire and The Humber,England,"67,530",,,"34,184",2010
E14000772,KINGSTON UPON HULL NORTH,Humberside,Yorkshire and The Humber,England,"64,082",478,1%,"33,291",2010
E14000773,KINGSTON UPON HULL WEST AND HESSLE,Humberside,Yorkshire and The Humber,England,"57,264",,,"31,505",2010
E14000774,KINGSWOOD,Avon,South West,England,"66,361",383,1%,"47,906",2010
E14000775,KNOWSLEY,Merseyside,North West,England,"79,564",,,"44,658",2010
E14000776,LANCASTER AND FLEETWOOD,Lancashire,North West,England,"67,379","1,888",4%,"42,701",2010
E14000777,LEEDS CENTRAL,West Yorkshire,Yorkshire and The Humber,England,"81,266",,,"37,394",2010
E14000778,LEEDS EAST,West Yorkshire,Yorkshire and The Humber,England,"64,698",,,"37,813",2010
E14000779,LEEDS NORTH EAST,West Yorkshire,Yorkshire and The Humber,England,"67,899",,,"47,535",2010
E14000780,LEEDS NORTH WEST,West Yorkshire,Yorkshire and The Humber,England,"65,399",508,1%,"43,483",2010
E14000781,LEEDS WEST,West Yorkshire,Yorkshire and The Humber,England,"67,453","1,832",5%,"38,752",2010
E14000782,LEICESTER EAST,Leicestershire,East Midlands,England,"72,986",733,2%,"47,995",2010
E14000783,LEICESTER SOUTH,Leicestershire,East Midlands,England,"77,175",770,2%,"47,124",2010
E14000784,LEICESTER WEST,Leicestershire,East Midlands,England,"64,900",639,2%,"35,819",2010
E14000785,LEIGH,Greater Manchester,North West,England,"75,903",,,"44,332",2010
E14000786,LEWES,East Sussex,South East,England,"68,708",729,1%,"50,088",2010
E14000787,LEWISHAM EAST,London,London,England,"65,926",624,1%,"41,719",2010
E14000788,LEWISHAM WEST AND PENGE,London,London,England,"69,022",931,2%,"45,028",2010
E14000789,"LEWISHAM, DEPTFORD",London,London,England,"67,058","2,772",7%,"41,220",2010
E14000790,LEYTON AND WANSTEAD,London,London,England,"63,541",562,1%,"40,159",2010
E14000791,LICHFIELD,Staffordshire,West Midlands,England,"72,586",,,"51,563",2010
E14000792,LINCOLN,Lincolnshire,East Midlands,England,"73,540",,,"45,721",2010
E14000793,"LIVERPOOL, RIVERSIDE",Merseyside,North West,England,"74,539","1,355",3%,"38,801",2010
E14000794,"LIVERPOOL, WALTON",Merseyside,North West,England,"62,612",,,"34,335",2010
E14000795,"LIVERPOOL, WAVERTREE",Merseyside,North West,England,"62,518",598,2%,"37,914",2010
E14000796,"LIVERPOOL, WEST DERBY",Merseyside,North West,England,"63,082",,,"35,784",2010
E14000797,LOUGHBOROUGH,Leicestershire,East Midlands,England,"77,505",,,"52,838",2010
E14000798,LOUTH AND HORNCASTLE,Lincolnshire,East Midlands,England,"77,650",,,"50,494",2010
E14000799,LUDLOW,Shropshire,West Midlands,England,"66,632",447,1%,"48,732",2010
E14000800,LUTON NORTH,Bedfordshire,Eastern,England,"65,645",490,1%,"43,018",2010
E14000801,LUTON SOUTH,Bedfordshire,Eastern,England,"65,219",366,1%,"42,216",2010
E14000802,MACCLESFIELD,Cheshire,North West,England,"75,370",840,2%,"50,059",2010
E14000803,MAIDENHEAD,Berkshire,South East,England,"72,844",482,1%,"53,720",2010
E14000804,MAIDSTONE AND THE WEALD,Kent,South East,England,"71,041",655,1%,"48,928",2010
E14000805,MAKERFIELD,Greater Manchester,North West,England,"73,813",,,"43,771",2010
E14000806,MALDON,Essex,Eastern,England,"68,777",,,"47,895",2010
E14000807,MANCHESTER CENTRAL,Greater Manchester,North West,England,"90,110",915,2%,"39,927",2010
E14000808,"MANCHESTER, GORTON",Greater Manchester,North West,England,"75,933","1,048",3%,"38,325",2010
E14000809,"MANCHESTER, WITHINGTON",Greater Manchester,North West,England,"74,371",798,2%,"45,031",2010
E14000810,MANSFIELD,Nottinghamshire,East Midlands,England,"80,069",,,"48,395",2010
E14000811,MEON VALLEY,Hampshire,South East,England,"70,488",,,"51,238",2010
E14000812,MERIDEN,West Midlands,West Midlands,England,"82,228",678,1%,"52,162",2010
E14000813,MID BEDFORDSHIRE,Bedfordshire,Eastern,England,"76,310",773,1%,"54,897",2010
E14000814,MID DERBYSHIRE,Derbyshire,East Midlands,England,"66,074",,,"47,342",2010
E14000815,MID DORSET AND NORTH POOLE,Dorset,South West,England,"64,660",,,"46,788",2010
E14000816,MID NORFOLK,Norfolk,Eastern,England,"74,260","1,457",3%,"50,765",2010
E14000817,MID SUSSEX,West Sussex,South East,England,"77,199",645,1%,"55,855",2010
E14000818,MID WORCESTERSHIRE,Hereford and Worcester,West Midlands,England,"72,145",593,1%,"50,931",2010
E14000819,MIDDLESBROUGH,Cleveland,North East,England,"65,148",,,"33,455",2010
E14000820,MIDDLESBROUGH SOUTH AND EAST CLEVELAND,Cleveland,North East,England,"72,666",,,"46,214",2010
E14000821,MILTON KEYNES NORTH,Buckinghamshire,South East,England,"82,432",733,1%,"53,888",2010
E14000822,MILTON KEYNES SOUTH,Buckinghamshire,South East,England,"86,559",774,1%,"55,333",2010
E14000823,MITCHAM AND MORDEN,London,London,England,"65,939",381,1%,"43,797",2010
E14000824,MOLE VALLEY,Surrey,South East,England,"72,297",895,2%,"54,324",2010
E14000825,MORECAMBE AND LUNESDALE,Lancashire,North West,England,"69,576",598,1%,"43,436",2010
E14000826,MORLEY AND OUTWOOD,West Yorkshire,Yorkshire and The Humber,England,"74,891",,,"48,856",2010
E14000827,NEW FOREST EAST,Hampshire,South East,England,"72,858","1,024",2%,"50,036",2010
E14000828,NEW FOREST WEST,Hampshire,South East,England,"68,332","1,059",2%,"47,572",2010
E14000829,NEWARK,Nottinghamshire,East Midlands,England,"71,755",,,"51,228",2010
